Annotation-Level1,Text,Annotation-Level2
Threat,I'm drunk eat a fucking twat,Non-Sexist
Threat,I'm getting tired of you telling what the fuck I'm doing every time I'm doing something lol. -peckerwood guy,Non-Sexist
Threat,"I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges",Non-Sexist
Threat,"I'm no pussy, but ur still a dick.",Non-Sexist
Threat,I'm pretty sure I've never sat in the friend zone waiting for pussy. You gotta put your dick on the table and see what happens,Non-Sexist
Threat,I'm sick and TIRED of #faggot #cages trying to see how long before #Moses kills a #Royal.................. #WorldSeries #barrybonds #jokes,Non-Sexist
Threat,I'm sick as fuck... this shit is for the birds,Non-Sexist
Threat,I'm so mother fucken sexy. I have no time to be a retard.,Non-Sexist
Threat,I'm sorry but this makes me feel so free. Like a fucking majestic bird. #gotonelessproblemwithoutya http://t.co/EKFOVVcWht,Non-Sexist
Threat,Ibuki&#180;s shaved pussy fingered and fucked before her tight little rosebud of an ass is&#160;destroyed http://t.co/kPxRSZVD9K,Non-Sexist
Threat,If I was a guy I'd definitely dress up as the fuck her right in the pussy guy,Non-Sexist
Threat,If Kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.,Non-Sexist
Threat,"If a spic ever talks to a white person and the white person kills them, it's self defense.",Non-Sexist
Threat,If i fucked her i know every niggah want her.,Non-Sexist
Threat,"If that pussy aint Organic, Preservative free, No growth hormones, fresh, USDA approved, i aint fuckin with it.",Non-Sexist
Threat,"If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?",Non-Sexist
Threat,If you act like a fucking retard when your high it's over mane stay away from me.,Non-Sexist
Threat,If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,Non-Sexist
Threat,If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,Non-Sexist
Threat,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",Non-Sexist
Threat,If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud,Non-Sexist
Threat,If you will fuck or try and fuck ya niccas girl .. You a buster lol,Non-Sexist
Threat,"If your parents let you drink underage, they're fucking retarded and so are you.",Non-Sexist
Threat,"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer",Non-Sexist
Threat,Im a south side niggah fuck around fuck around,Non-Sexist
Threat,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,Non-Sexist
Threat,"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",Non-Sexist
Threat,Ima have to fuck with my nigga Omar about those weed brownies,Non-Sexist
Threat,Ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....,Non-Sexist
Threat,Is that a hawk? What the fuck kind of bird is that?,Non-Sexist
Threat,It is fucking retarded how I can't say a single thing in this house without some blowback.,Non-Sexist
Threat,It's a recession on everything RT @cindielu Chasing pussy is never attractive!,Non-Sexist
Threat,It's no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4,Non-Sexist
Threat,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,Non-Sexist
Threat,"Jameis Winston got benched for standing on a table and saying ""Fuck her right in her pussy"".

The irony is so deep you can use a shovel.",Non-Sexist
Threat,Japanese babe Maria Ozawa gets her Asian pussy fucked&#160;hard http://t.co/ULDgV82QcN,Non-Sexist
Threat,Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk,Non-Sexist
Threat,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,Non-Sexist
Threat,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down,Non-Sexist
Threat,"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank",Non-Sexist
Threat,"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work",Non-Sexist
Threat,"Just looked at a news story and thought to myself, ""Is she fucked up some kinda way?"" because I am 12% hillbilly.",Non-Sexist
Threat,"Just smoked a whole 8th of that Reserve, thanks to my niggah @BlakkHoodie_562",Non-Sexist
Threat,Kill la kill was trash,Non-Sexist
Threat,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.",Non-Sexist
Threat,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,Non-Sexist
Threat,LMAO what a comeback. &#8220;@somethinzfuckee: @0beyYourMaster @traybonmartin says the twat with the sides of her head shaved like a damn asshole.,Non-Sexist
Threat,Ladies RT if your head game better than your pussy,Non-Sexist
Threat,Ladies love a real nicca,Non-Sexist
Threat,Ladies... LMaooo. . &#171;@cthagod RT if your pussy better than your personality.&#187;,Non-Sexist
Threat,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,Non-Sexist
Threat,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy",Non-Sexist
Threat,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you,Non-Sexist
Threat,Life is too fuckin short for free bird,Non-Sexist
Threat,"Like #Buddha gives a SHIT about #Obama or some other fuckin' NAZI FUCK #socialist #retard with a fuckin' #iphone. DON""T MAKE ME LAUGH&gt;",Non-Sexist
Threat,Literally just got shit on by a seagull..... You're gonna fuckin die bird,Non-Sexist
Threat,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!,Non-Sexist
Threat,Little things can just kill a negros mood man,Non-Sexist
Threat,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;,Non-Sexist
Threat,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",Non-Sexist
Threat,Lmao! RT @Chollie_Grapes Is fish pussy wett?,Non-Sexist
Threat,Lmaoooooooo RT @Chollie_Grapes: Dumped the shyt outta me. Fuck wrong with her. I'm perfect like angel pussy,Non-Sexist
Threat,Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE,Non-Sexist
Threat,"Lol at the random ""fist fight"" aka pussy shove match at DnD tonight.",Non-Sexist
Threat,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here,Non-Sexist
Threat,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",Non-Sexist
Threat,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.,Non-Sexist
Threat,Look at this fucking kaffirs hairdo. Only a nigger http://t.co/lmWqJ1EtOa,Non-Sexist
Threat,Look at you.. Now look at us.. All my niggas look pussy as fuck,Non-Sexist
Threat,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol,Non-Sexist
Threat,Mad that it's a pussy gym and full of fuck people,Non-Sexist
Threat,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin",Non-Sexist
Threat,Me calling bout a nigga &#128564; shit for the birds. &amp; then a nigga that ain't fucking me &#128514; I do not fucking care,Non-Sexist
Threat,"Meet India&#8217;s amazing, death-defying monkey king &#8594; http://t.co/dGcmLFSIrh http://t.co/VYw3FsWwdv",Non-Sexist
Threat,Most Jordan's that dropped in 2014 were trash only fucked with like 3 pair and that's including the columbian,Non-Sexist
Threat,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6,Non-Sexist
Threat,My brother is a fucking pussy.,Non-Sexist
Threat,"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" &#128514;",Non-Sexist
Threat,My dick wants some pussy,Non-Sexist
Threat,"My duck got big as fuck. 

Yes, duck, like the bird.",Non-Sexist
Threat,"My honky, my honky. My motherfucking honky.",Non-Sexist
Threat,My mom's a fucking cunt dude.,Non-Sexist
Threat,My nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga.....,Non-Sexist
Threat,My roommate is eating so obnoxiously I wanna fucking slit his throat,Non-Sexist
Threat,"My side pieces have real jobs, nigga, I don't fuck with no birds",Non-Sexist
Threat,My wigga RT @showysantoro Ryan Gosling knocked up Eva Mendes swag that man the fuck out,Non-Sexist
Threat,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25,Non-Sexist
Threat,Naughty mature AV model has her sweet pussy spread by a huge&#160;dick http://t.co/IggAOoG0K7,Non-Sexist
Threat,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh",Non-Sexist
Threat,"Niggas be having LOYAL pussy on call... and still be thirsty as fuck. Like BRO, go fuck your woman &amp; get some of them hormones out lol",Non-Sexist
Threat,"Nile... RT @JosephBananas I'm really sad that I don't have enough friends to ever be called ""a pack of niggers"" with. That's my fuckin dream",Non-Sexist
Threat,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so.",Non-Sexist
Threat,Nobody should ever have sex with a dirty dick or pussy. That says a lot about you if you fuck em knowing they smell like chitlings,Non-Sexist
Threat,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...,Non-Sexist
Threat,"Not trash, just plain as fuck for $225. And come on, no elephant print on a 3?",Non-Sexist
Threat,Now UNFOLLOWING !!! Lol &#8220;@rikababey: My pussy been turned off lately.. I won't be fucking no time soon. Forever dry&#8221;,Non-Sexist
Threat,Now da #Heat fans bacc y'all niccas kill me ain't tweeted shit all damn game,Non-Sexist
Threat,Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS,Non-Sexist
Threat,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams,Non-Sexist
Threat,"OMG RT @beigegawdd: Nothing in life has made me softer than ""Fuck me with your nigger dick""",Non-Sexist
Threat,"Oh ""@SoNi99a_: i hope Dre falls dickhole first into my pussy """,Non-Sexist
Threat,Oh man. This could be a serious first ever Chanel bag contender RT @evachen212 grape-colored Chanel bags http://t.co/q8ShjIFv,Non-Sexist
Threat,Ok... sucking dick isn't supposed to be done in a cute Manor at all. Just like eating pussy you're not supposed to be scared of it.,Non-Sexist
Threat,Omg I will just go to Charlie Bear to twerk team I fucks with them,Non-Sexist
Threat,Only movie i cant wait to see.. Tansformers4 . if its a fail im going killer ape shit on michael bay,Non-Sexist
Threat,Only retards retweet fuckry,Non-Sexist
Threat,Or you gotta pay some bills cause pussy ain't free ummmm dick ain't free neither can you pick this tab up please thank you,Non-Sexist
Threat,Oscar Taveras went yardie in his 2nd career MLB at bat. What a stud.,Non-Sexist
Threat,Outside with dah fuckin yardie eh,Non-Sexist
Threat,"Parodies of Jihadi songs - more effective than asinine ""Muslims should condemn"" http://t.co/M6cNV3YsmV #HumorIsAWeapon",Non-Sexist
Threat,People are fucking retarded lol,Non-Sexist
Threat,People on this site are fucking retarded sometimes,Non-Sexist
Threat,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL",Non-Sexist
Threat,Peyton Manning is a goon fuck Eli's pussy ass,Non-Sexist
Threat,Photo: deafreaperventus: wayward-sons-and-fallen-angels: murderous-crows: *gay intensifies* are you saying... http://t.co/qbktWtWFCY,Non-Sexist
Threat,"Picture time outside of metro, fucking fags",Non-Sexist
Threat,Play pussy and get fucked!,Non-Sexist
Threat,"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@lizziecuevas)http://yfrog.com/h300cwrj",Non-Sexist
Threat,Pussies only pussy...an every women got one...so u gotta have more than that ladies,Non-Sexist
Threat,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?,Non-Sexist
Threat,RT @05proFESSOR: Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries,Non-Sexist
Threat,"RT @0hallis0n: ""This is J Cole you fucking queer""",Non-Sexist
Threat,"RT @215potter: Grown men, wearing jerseys with other grown men's name on them..

Don't forget your fucking pom poms.",Non-Sexist
Threat,RT @9_3TilInfinity: If I wanted my ex back believe me I'd fucking go get they ass. &#128514; but I ain't bout to dig through the trash. &#128520;&#128686;,Non-Sexist
Threat,RT @AZEALIABANKS: Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!,Non-Sexist
Threat,RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.,Non-Sexist
Threat,RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;,Non-Sexist
Threat,"RT @Amys22Cents I need to hit the lottery yo, this work shit??? For the fucking birds!",Non-Sexist
Threat,RT @AnAbsurdBird: Of course the day I nip out with shit hair &amp; wearing my scruffy/but favourite stolen hoodie is the best time to bump into&#8230;,Non-Sexist
